,FIPS Code,JUL21 SNAP Households
1711,40083,2036
1712,40085,668
1713,40087,2098
1714,40089,3867
1715,40091,2136
1716,40093,298
1717,40095,1156
1718,40097,3020
1719,40099,875
1720,40101,7984
1721,40103,618
1722,40105,732
1723,40107,1077
1724,40109,68715
1725,40111,3990
1726,40113,1352
1727,40115,3082
1728,40117,1181
1729,40119,4385
1730,40121,3842
1731,40123,3388
1732,40125,6816
1733,40127,1055
1734,40129,149
1735,40131,3831
1736,40133,2905
1737,40135,4131
1738,40137,3562
1739,40139,734
1740,40141,726
1741,40143,46878
1742,40145,3433
1743,40147,4153
1744,40149,806
1745,40151,360
1746,40153,1035
1747,41000,408241
1748,42001,3456
1749,42003,88692
1750,42005,5412
1751,42007,12594
1752,42009,3283
1753,42011,29255
1754,42013,10788
1755,42015,3779
1756,42017,21411
1757,42019,8353
1758,42021,12434
1759,42023,475
1760,42025,4083
1761,42027,4132
1762,42029,13836
1763,42031,2679
1764,42033,6546
1765,42035,2663
1766,42037,4099
1767,42039,6622
1768,42041,10158
1769,42043,24642
1770,42045,37035
1771,42047,1831
1772,42049,26534
1773,42051,15880
1774,42053,372
1775,42055,8280
1776,42057,924
1777,42059,3435
1778,42061,2605
1779,42063,5896
1780,42065,3093
1781,42067,1172
1782,42069,20060
1783,42071,25874
1784,42073,8609
1785,42075,7980
1786,42077,27084
1787,42079,31516
1788,42081,8511
1789,42083,3619
1790,42085,9833
1791,42087,3645
1792,42089,10801
1793,42091,29015
1794,42093,864
1795,42095,16618
1796,42097,7757
1797,42099,2182
1798,42101,253436
1799,42103,2951
1800,42105,1105
1801,42107,11318
1802,42109,1588
1803,42111,5349
1804,42113,310
1805,42115,2236
1806,42117,2788
1807,42119,1524
1808,42121,4476
1809,42123,2873
1810,42125,14528
1811,42127,3074
1812,42129,23503
1813,42131,1737
1814,42133,25420
1815,44935,86661
1816,45001,1767
1817,45003,10415
1818,45005,1258
1819,45007,11478
1820,45009,1769
1821,45011,2481
1822,45013,5210
1823,45015,9280
1824,45017,1202
1825,45019,17061
1826,45021,4259
1827,45023,3217
1828,45025,4037
1829,45027,3600
1830,45029,3937
1831,45031,6547
1832,45033,3753
1833,45035,6815
1834,45037,1847
1835,45039,2361
1836,45041,11812
1837,45043,4183
1838,45045,21568
1839,45047,5178
1840,45049,2054
1841,45051,17575
1842,45053,2177
1843,45055,4331
1844,45057,5072
1845,45059,4716
1846,45061,2155
1847,45063,13567
1848,45065,714
1849,45067,3997
1850,45069,3029
1851,45071,2709
1852,45073,3801
1853,45075,9238
1854,45077,4949
1855,45079,24613
1856,45081,1352
1857,45083,16923
1858,45085,9206
1859,45087,2613
1860,45089,4400
1861,45091,10391
1862,46003,39
1863,46005,1003
1864,46007,415
1865,46009,142
1866,46011,654
1867,46013,1331
1868,46015,451
1869,46019,543
1870,46021,19
1871,46023,629
1872,46025,48
1873,46027,487
1874,46029,944
1875,46031,534
1876,46033,165
1877,46035,831
1878,46037,182
1879,46039,73
1880,46041,712
1881,46043,44
1882,46045,58
1883,46047,292
1884,46049,27
1885,46051,191
1886,46053,135
1887,46055,34
1888,46057,62
1889,46059,42
1890,46061,31
1891,46063,14
1892,46065,641
1893,46067,146
1894,46069,20
1895,46071,315
1896,46073,29
1897,46075,16
1898,46077,90
1899,46079,269
1900,46081,886
1901,46083,586
1902,46085,223
1903,46087,105
1904,46089,43
1905,46091,65
1906,46093,518
1907,46095,239
1908,46097,54
1909,46099,7329
1910,46101,123
1911,46103,4737
1912,46105,73
1913,46107,27
1914,46109,588
1915,46111,38
1916,46113,2572
1917,46115,140
1918,46117,52
1919,46119,9
1920,46121,1842
1921,46123,269
1922,46125,215
1923,46127,280
1924,46129,231
1925,46135,946
1926,46137,367
1927,47001,5135
1928,47003,3465
1929,47005,1390
1930,47007,1314
1931,47009,5941
1932,47011,6868
1933,47013,4652
1934,47015,1015
1935,47017,2184
1936,47019,4081
1937,47021,1596
1938,47023,1146
1939,47025,2830
1940,47027,763
1941,47029,4160
1942,47031,4141
1943,47033,1028
1944,47035,3709
1945,47037,36593
1946,47039,934
1947,47041,1473
1948,47043,2982
1949,47045,3501
1950,47047,2455
1951,47049,2090
1952,47051,2296
1953,47053,3909
1954,47055,1999
1955,47057,1683
1956,47059,4348
1957,47061,1698
1958,47063,4406
1959,47065,21834
1960,47067,1076
1961,47069,2406
1962,47071,2459
1963,47073,4152
1964,47075,2141
1965,47077,2268
1966,47079,2573
1967,47081,1771
1968,47083,599
1969,47085,1166
1970,47087,1035
1971,47089,3145
1972,47091,1595
1973,47093,23948
1974,47095,907
1975,47097,2761
1976,47099,2820
1977,47101,926
1978,47103,2214
1979,47105,2099
1980,47107,3915
1981,47109,2142
1982,47111,2137
1983,47113,7849
1984,47115,2331
1985,47117,1766
1986,47119,4759
1987,47121,1140
1988,47123,3414
1989,47125,10488
1990,47127,232
1991,47129,1575
1992,47131,2399
1993,47133,1490
1994,47135,679
1995,47137,412
1996,47139,1223
1997,47141,4913
1998,47143,2810
1999,47145,3523
2000,47147,3410
2001,47149,11312
2002,47151,2834
2003,47153,1402
2004,47155,4417
2005,47157,90090
2006,47159,1154
2007,47161,743
2008,47163,10704
2009,47165,6729
2010,47167,3879
2011,47169,596
2012,47171,1308
2013,47173,1714
2014,47175,440
2015,47177,3404
2016,47179,7464
2017,47181,1086
2018,47183,2260
2019,47185,2052
2020,47187,1884
2021,47189,4361
2022,48001,2955
2023,48003,656
2024,48005,5567
2025,48007,1543
2026,48009,247
2027,48011,39
2028,48013,3358
2029,48015,1124
2030,48017,292
2031,48019,834
2032,48021,4175
2033,48023,244
2034,48025,2171
2035,48027,19574
2036,48029,111657
2037,48031,216
2038,48033,16
2039,48035,771
2040,48037,6253
2041,48039,13177
2042,48041,8013
2043,48043,350
2044,48045,50
2045,48047,1042
2046,48049,2154
2047,48051,992
2048,48053,1453
2049,48055,2274
2050,48057,1198
2051,48059,650
2052,48061,39686
2053,48063,848
2054,48065,127
2055,48067,2155
2056,48069,345
2057,48071,1516
2058,48073,2965
2059,48075,347
2060,48077,375
2061,48079,199
2062,48081,139
2063,48083,501
2064,48085,16951
2065,48087,157
2066,48089,942
2067,48091,3530
2068,48093,674
2069,48095,116
2070,48097,1637
2071,48099,3157
2072,48101,88
2073,48103,158
2074,48105,121
2075,48107,407
2076,48109,158
2077,48111,177
2078,48113,136477
2079,48115,807
2080,48117,921
2081,48119,307
2082,48121,16203
2083,48123,1279
2084,48125,117
2085,48127,1089
2086,48129,150
2087,48131,1367
2088,48133,1055
2089,48135,7479
2090,48137,115
2091,48139,5708
2092,48141,60325
2093,48143,1185
2094,48145,1241
2095,48147,1579
2096,48149,812
2097,48151,175
2098,48153,369
2099,48155,56
2100,48157,23024
2101,48159,486
2102,48161,1018
2103,48163,1407
2104,48165,657
2105,48167,15856
2106,48169,261
2107,48171,457
2108,48173,13
2109,48175,365
2110,48177,1310
2111,48179,1215
2112,48181,5701
2113,48183,8029
2114,48185,1572
2115,48187,5245
2116,48189,1955
2117,48191,194
2118,48193,342
2119,48195,98
2120,48197,211
2121,48199,2699
2122,48201,262333
2123,48203,3963
2124,48205,45
2125,48207,361
2126,48209,5528
2127,48211,65
2128,48213,5089
2129,48215,81716
2130,48217,1939
2131,48219,1178
2132,48221,1914
2133,48223,1755
2134,48225,1637
2135,48227,1581
2136,48229,356
2137,48231,4751
2138,48233,875
2139,48235,37
2140,48237,314
2141,48239,756
2142,48241,2618
2143,48243,48
2144,48245,18407
2145,48247,530
2146,48249,3875
2147,48251,6099
2148,48253,751
2149,48255,915
2150,48257,5503
2151,48259,617
2152,48261,14
2153,48263,29
2154,48265,1876
2155,48267,173
2156,48269,2
2157,48271,196
2158,48273,2639
2159,48275,191
2160,48277,3368
2161,48279,814
2162,48281,992
2163,48283,577
2164,48285,824
2165,48287,738
2166,48289,868
2167,48291,6417
2168,48293,1483
2169,48295,72
2170,48297,593
2171,48299,804
2172,48301,4
2173,48303,15133
2174,48305,322
2175,48307,527
2176,48309,13928
2177,48311,29
2178,48313,764
2179,48315,899
2180,48317,186
2181,48319,116
2182,48321,2447
2183,48323,6460
2184,48325,2424
2185,48327,98
2186,48329,4879
2187,48331,1631
2188,48333,144
2189,48335,366
2190,48337,918
2191,48339,18922
2192,48341,600
2193,48343,1057
2194,48345,54
2195,48347,3967
2196,48349,3225
2197,48351,937
2198,48353,982
2199,48355,26780
2200,48357,251
2201,48359,25
2202,48361,5190
2203,48363,1460
2204,48365,1298
2205,48367,3786
2206,48369,241
2207,48371,737
2208,48373,3622
2209,48375,7554
2210,48377,615
2211,48379,559
2212,48381,3185
2213,48383,88
2214,48385,182
2215,48387,861
2216,48389,750
2217,48391,431
2218,48393,20
2219,48395,1359
2220,48397,1619
2221,48399,530
2222,48401,2706
2223,48403,744
2224,48405,687
2225,48407,2021
2226,48409,4796
2227,48411,289
2228,48413,104
2229,48415,730
2230,48417,131
2231,48419,1894
2232,48421,43
2233,48423,10175
2234,48425,286
2235,48427,8375
2236,48429,494
2237,48431,32
2238,48433,50
2239,48435,126
2240,48437,424
2241,48439,82420
2242,48441,6943
2243,48443,40
2244,48445,801
2245,48447,55
2246,48449,1651
2247,48451,5158
2248,48453,38097
2249,48455,1301
2250,48457,1368
2251,48459,2313
2252,48461,126
2253,48463,2233
2254,48465,3768
2255,48467,2478
2256,48469,5697
2257,48471,2972
2258,48473,2208
2259,48475,533
2260,48477,1412
2261,48479,24128
2262,48481,2494
2263,48483,184
2264,48485,7699
2265,48487,858
2266,48489,2122
2267,48491,10341
2268,48493,1619
2269,48495,290
2270,48497,1952
2271,48499,1985
2272,48501,285
2273,48503,833
2274,48505,1621
2275,48507,1493
2276,49925,71816
2277,50000,38387
2278,51001,2403
2279,51003,2514
2280,51007,668
2281,51009,1726
2282,51011,1071
2283,51013,5366
2284,51015,2495
2285,51017,138
2286,51019,2642
2287,51021,283
2288,51023,721
2289,51025,1644
2290,51027,2640
2291,51029,1301
2292,51031,3131
2293,51033,1755
2294,51035,2082
2295,51036,437
2296,51037,971
2297,51041,12043
2298,51043,285
2299,51045,213
2300,51047,1836
2301,51049,906
2302,51051,1483
2303,51053,2017
2304,51057,876
2305,51059,21806
2306,51061,1424
2307,51063,792
2308,51065,737
2309,51067,2851
2310,51069,2319
2311,51071,951
2312,51073,1665
2313,51075,567
2314,51077,1122
2315,51079,786
2316,51081,887
2317,51083,3051
2318,51085,2323
2319,51087,14754
2320,51089,4689
2321,51091,58
2322,51093,1665
2323,51095,1909
2324,51097,502
2325,51099,951
2326,51101,685
2327,51103,669
2328,51105,2862
2329,51107,4821
2330,51109,1725
2331,51111,1072
2332,51113,438
2333,51115,408
2334,51117,2210
2335,51119,727
2336,51121,2834
2337,51125,825
2338,51127,543
2339,51131,1181
2340,51133,727
2341,51135,1273
2342,51137,1493
2343,51139,1203
2344,51141,1300
2345,51143,4169
2346,51145,563
2347,51147,1545
2348,51149,1441
2349,51153,10868
2350,51155,2619
2351,51157,198
2352,51159,636
2353,51161,3417
2354,51163,1107
2355,51165,1992
2356,51167,2700
2357,51169,1694
2358,51171,2076
2359,51173,2960
2360,51175,1151
2361,51177,4520
2362,51179,3740
2363,51181,452
2364,51183,875
2365,51185,3951
2366,51187,1811
2367,51191,3318
2368,51193,1509
2369,51195,3723
2370,51197,2009
2371,51199,1227
2372,51510,4680
2373,51515,0
2374,51520,2232
2375,51530,401
2376,51540,2251
2377,51550,9448
2378,51570,1104
2379,51580,547
2380,51590,6286
2381,51595,871
2382,51600,444
2383,51610,160
2384,51620,1213
2385,51630,2089
2386,51640,824
2387,51650,10031
2388,51660,1942
2389,51670,3018
2390,51678,201
2391,51680,5768
2392,51683,1365
2393,51685,483
2394,51690,2007
2395,51700,15029
2396,51710,19622
2397,51720,559
2398,51730,5384
2399,51735,191
2400,51740,10736
2401,51750,746
2402,51760,23892
2403,51770,10327
2404,51790,1463
2405,51800,5129
2406,51810,13774
2407,51820,1550
2408,51830,647
2409,51840,1603
2410,52001,6137
2411,52005,6012
2412,53000,515761
2413,54001,1590
2414,54003,7118
2415,54005,2885
2416,54007,1541
2417,54009,0
2418,54011,9180
2419,54013,968
2420,54015,1401
2421,54017,561
2422,54019,4462
2423,54021,645
2424,54023,957
2425,54025,2995
2426,54027,1774
2427,54029,3385
2428,54031,1056
2429,54033,4646
2430,54035,2568
2431,54037,2592
2432,54039,16244
2433,54041,1837
2434,54043,2898
2435,54045,4570
2436,54047,3800
2437,54049,4463
2438,54051,2313
2439,54053,2458
2440,54055,7366
2441,54057,1771
2442,54059,4095
2443,54061,4158
2444,54063,895
2445,54065,1068
2446,54067,2908
2447,54069,3646
2448,54071,474
2449,54073,576
2450,54075,748
2451,54077,2572
2452,54079,3044
2453,54081,8290
2454,54083,2489
2455,54085,923
2456,54087,1549
2457,54089,1668
2458,54091,1325
2459,54093,485
2460,54095,747
2461,54097,2354
2462,54099,4052
2463,54101,1559
2464,54103,1565
2465,54105,685
2466,54107,7488
2467,54109,2614
2468,55000,384
2469,55001,2121
2470,55003,1475
2471,55005,3492
2472,55007,840
2473,55009,15270
2474,55011,664
2475,55013,1281
2476,55015,1237
2477,55017,3602
2478,55019,1665
2479,55021,3124
2480,55023,1150
2481,55025,29092
2482,55027,4705
2483,55029,1311
2484,55031,3482
2485,55033,2464
2486,55035,6525
2487,55037,344
2488,55039,5468
2489,55041,746
2490,55043,2558
2491,55045,1652
2492,55047,1170
2493,55049,1106
2494,55051,515
2495,55053,1434
2496,55055,4206
2497,55057,2498
2498,55059,13265
2499,55061,767
2500,55063,6711
2501,55065,831
2502,55067,1926
2503,55069,1860
2504,55071,4321
2505,55073,7300
2506,55075,2987
2507,55077,1096
2508,55078,863
2509,55079,145392
2510,55081,2868
2511,55083,1856
2512,55085,2331
2513,55087,7362
2514,55089,2122
2515,55091,342
2516,55093,1293
2517,55095,2535
2518,55097,3562
2519,55099,1036
2520,55101,17187
2521,55103,1345
2522,55105,14216
2523,55107,1273
2524,55109,2556
2525,55111,4284
2526,55113,1254
2527,55115,2452
2528,55117,6892
2529,55119,1058
2530,55121,1462
2531,55123,1605
2532,55125,1151
2533,55127,5288
2534,55129,1246
2535,55131,4206
2536,55133,10529
2537,55135,2757
2538,55137,1588
2539,55139,9289
2540,55141,5451
2541,55143,568
2542,55145,61
2543,55147,185
2544,55149,185
2545,55151,555
2546,55153,102
2547,55155,18
2548,56000,13496
