,FIPS,Jan22 SNAP Households
1395,35001,95807.0
1396,35003,0.0
1397,35005,12153.0
1398,35006,4284.0
1399,35007,2006.0
1400,35009,9596.0
1401,35011,0.0
1402,35013,35034.0
1403,35015,7005.0
1404,35017,5082.0
1405,35019,0.0
1406,35021,0.0
1407,35023,2.0
1408,35025,9218.0
1409,35027,2450.0
1410,35028,0.0
1411,35029,5831.0
1412,35031,13370.0
1413,35033,0.0
1414,35034,0.0
1415,35035,7273.0
1416,35037,2385.0
1417,35039,8231.0
1418,35041,0.0
1419,35043,12076.0
1420,35045,18418.0
1421,35047,6207.0
1422,35049,11368.0
1423,35051,3115.0
1424,35053,3235.0
1425,35055,5354.0
1426,35057,1583.0
1427,35059,0.0
1428,35061,10442.0
1429,35063,0.0
1430,36000,1626534.0
1431,37001,14759.0
1432,37003,2445.0
1433,37005,854.0
1434,37007,3883.0
1435,37009,2243.0
1436,37011,1107.0
1437,37013,5401.0
1438,37015,2884.0
1439,37017,4555.0
1440,37019,8782.0
1441,37021,20364.0
1442,37023,7315.0
1443,37025,13263.0
1444,37027,7948.0
1445,37029,495.0
1446,37031,4307.0
1447,37033,2476.0
1448,37035,12930.0
1449,37037,2965.0
1450,37039,2694.0
1451,37041,1631.0
1452,37043,892.0
1453,37045,12973.0
1454,37047,6853.0
1455,37049,7827.0
1456,37051,42653.0
1457,37053,1090.0
1458,37055,1682.0
1459,37057,14770.0
1460,37059,2597.0
1461,37061,4792.0
1462,37063,24898.0
1463,37065,8771.0
1464,37067,34839.0
1465,37069,5251.0
1466,37071,22012.0
1467,37073,951.0
1468,37075,843.0
1469,37077,4473.0
1470,37079,2281.0
1471,37081,56353.0
1472,37083,9056.0
1473,37085,10719.0
1474,37087,5136.0
1475,37089,6307.0
1476,37091,3581.0
1477,37093,5570.0
1478,37095,560.0
1479,37097,8140.0
1480,37099,2740.0
1481,37101,15177.0
1482,37103,1133.0
1483,37105,5062.0
1484,37107,8179.0
1485,37109,5918.0
1486,37111,5001.0
1487,37113,2508.0
1488,37115,1906.0
1489,37117,2942.0
1490,37119,86662.0
1491,37121,1394.0
1492,37123,2238.0
1493,37125,5662.0
1494,37127,10171.0
1495,37129,16919.0
1496,37131,2938.0
1497,37133,11762.0
1498,37135,6729.0
1499,37137,1058.0
1500,37139,4280.0
1501,37141,4237.0
1502,37143,1310.0
1503,37145,3922.0
1504,37147,20963.0
1505,37149,1154.0
1506,37151,12230.0
1507,37153,8024.0
1508,37155,23577.0
1509,37157,9593.0
1510,37159,12388.0
1511,37161,7359.0
1512,37163,6721.0
1513,37165,5916.0
1514,37167,5221.0
1515,37169,3449.0
1516,37171,6773.0
1517,37173,1278.0
1518,37175,2105.0
1519,37177,431.0
1520,37179,10330.0
1521,37181,7623.0
1522,37183,52435.0
1523,37185,2527.0
1524,37187,1788.0
1525,37189,1624.0
1526,37191,13459.0
1527,37193,6591.0
1528,37195,9595.0
1529,37197,2570.0
1530,37199,1748.0
1531,38001,79.0
1532,38003,354.0
1533,38005,593.0
1534,38009,254.0
1535,38011,105.0
1536,38013,30.0
1537,38015,2391.0
1538,38017,5123.0
1539,38019,70.0
1540,38021,121.0
1541,38023,42.0
1542,38025,80.0
1543,38027,84.0
1544,38029,105.0
1545,38031,105.0
1546,38033,62.0
1547,38035,2335.0
1548,38037,74.0
1549,38039,72.0
1550,38041,70.0
1551,38043,58.0
1552,38045,59.0
1553,38047,37.0
1554,38049,187.0
1555,38051,83.0
1556,38053,195.0
1557,38055,194.0
1558,38057,129.0
1559,38059,1016.0
1560,38061,167.0
1561,38063,88.0
1562,38065,32.0
1563,38067,163.0
1564,38069,127.0
1565,38071,548.0
1566,38073,128.0
1567,38075,37.0
1568,38077,489.0
1569,38079,1796.0
1570,38081,84.0
1571,38083,45.0
1572,38085,428.0
1573,38089,1046.0
1574,38091,41.0
1575,38093,800.0
1576,38095,61.0
1577,38097,192.0
1578,38099,336.0
1579,38101,2365.0
1580,38103,161.0
1581,38105,670.0
1582,39001,2610.0
1583,39003,6407.0
1584,39005,1997.0
1585,39007,9197.0
1586,39009,5002.0
1587,39011,1345.0
1588,39013,4306.0
1589,39015,2944.0
1590,39017,18766.0
1591,39019,1386.0
1592,39021,1909.0
1593,39023,11168.0
1594,39025,6839.0
1595,39027,2736.0
1596,39029,7513.0
1597,39031,2921.0
1598,39033,3260.0
1599,39035,117414.0
1600,39037,1915.0
1601,39039,1812.0
1602,39041,3075.0
1603,39043,4911.0
1604,39045,7500.0
1605,39047,2165.0
1606,39049,74989.0
1607,39051,1372.0
1608,39053,3174.0
1609,39055,1468.0
1610,39057,6370.0
1611,39059,3175.0
1612,39061,54394.0
1613,39063,2821.0
1614,39065,1686.0
1615,39067,1127.0
1616,39069,783.0
1617,39071,3252.0
1618,39073,0.0
1619,39075,546.0
1620,39077,3504.0
1621,39079,3292.0
1622,39081,6485.0
1623,39083,2833.0
1624,39085,9289.0
1625,39087,7040.0
1626,39089,9046.0
1627,39091,2410.0
1628,39093,17827.0
1629,39095,35027.0
1630,39097,1965.0
1631,39099,24088.0
1632,39101,5304.0
1633,39103,4975.0
1634,39105,2427.0
1635,39107,946.0
1636,39109,4393.0
1637,39111,882.0
1638,39113,40797.0
1639,39115,1195.0
1640,39117,1557.0
1641,39119,8335.0
1642,39121,747.0
1643,39123,1800.0
1644,39125,937.0
1645,39127,3153.0
1646,39129,3394.0
1647,39131,3463.0
1648,39133,7815.0
1649,39135,1886.0
1650,39137,823.0
1651,39139,10040.0
1652,39141,11348.0
1653,39143,2790.0
1654,39145,10481.0
1655,39147,3138.0
1656,39149,1772.0
1657,39151,25366.0
1658,39153,42478.0
1659,39155,16234.0
1660,39157,5321.0
1661,39159,1308.0
1662,39161,1134.0
1663,39163,0.0
1664,39165,4558.0
1665,39167,4124.0
1666,39169,5000.0
1667,39171,1726.0
1668,39173,3541.0
1669,39175,934.0
1670,40001,2444.0
1671,40003,238.0
1672,40005,1084.0
1673,40007,141.0
1674,40009,1770.0
1675,40011,708.0
1676,40013,3236.0
1677,40015,2443.0
1678,40017,5292.0
1679,40019,4280.0
1680,40021,3703.0
1681,40023,1992.0
1682,40025,91.0
1683,40027,12929.0
1684,40029,459.0
1685,40031,9503.0
1686,40033,461.0
1687,40035,1138.0
1688,40037,5504.0
1689,40039,1756.0
1690,40041,2601.0
1691,40043,206.0
1692,40045,186.0
1693,40047,4333.0
1694,40049,2304.0
1695,40051,3148.0
1696,40053,208.0
1697,40055,508.0
1698,40057,281.0
1699,40059,122.0
1700,40061,1302.0
1701,40063,1241.0
1702,40065,1893.0
1703,40067,622.0
1704,40069,1036.0
1705,40071,4032.0
1706,40073,579.0
1707,40075,1031.0
1708,40077,1065.0
1709,40079,4892.0
1710,40081,2511.0
1711,40083,2105.0
1712,40085,678.0
1713,40087,2174.0
1714,40089,3780.0
1715,40091,2196.0
1716,40093,295.0
1717,40095,1183.0
1718,40097,3179.0
1719,40099,893.0
1720,40101,7943.0
1721,40103,629.0
1722,40105,760.0
1723,40107,1109.0
1724,40109,72398.0
1725,40111,3981.0
1726,40113,1420.0
1727,40115,3176.0
1728,40117,1247.0
1729,40119,4346.0
1730,40121,3893.0
1731,40123,3313.0
1732,40125,6791.0
1733,40127,1069.0
1734,40129,156.0
1735,40131,3952.0
1736,40133,2840.0
1737,40135,4262.0
1738,40137,3587.0
1739,40139,721.0
1740,40141,734.0
1741,40143,48811.0
1742,40145,3514.0
1743,40147,4245.0
1744,40149,823.0
1745,40151,361.0
1746,40153,1142.0
1747,41000,407073.0
1748,42001,3650.0
1749,42003,91042.0
1750,42005,5595.0
1751,42007,13062.0
1752,42009,3374.0
1753,42011,29590.0
1754,42013,11334.0
1755,42015,4054.0
1756,42017,21602.0
1757,42019,8348.0
1758,42021,12916.0
1759,42023,512.0
1760,42025,4195.0
1761,42027,4396.0
1762,42029,14223.0
1763,42031,2789.0
1764,42033,6755.0
1765,42035,2841.0
1766,42037,4427.0
1767,42039,6916.0
1768,42041,10700.0
1769,42043,25409.0
1770,42045,38314.0
1771,42047,1952.0
1772,42049,27416.0
1773,42051,16260.0
1774,42053,407.0
1775,42055,8473.0
1776,42057,963.0
1777,42059,3609.0
1778,42061,2766.0
1779,42063,6087.0
1780,42065,3211.0
1781,42067,1216.0
1782,42069,20881.0
1783,42071,26509.0
1784,42073,8887.0
1785,42075,8189.0
1786,42077,27379.0
1787,42079,32482.0
1788,42081,8940.0
1789,42083,3751.0
1790,42085,10158.0
1791,42087,3774.0
1792,42089,11237.0
1793,42091,30537.0
1794,42093,909.0
1795,42095,16633.0
1796,42097,8180.0
1797,42099,2222.0
1798,42101,266602.0
1799,42103,3080.0
1800,42105,1134.0
1801,42107,11986.0
1802,42109,1621.0
1803,42111,5561.0
1804,42113,320.0
1805,42115,2294.0
1806,42117,2889.0
1807,42119,1622.0
1808,42121,4739.0
1809,42123,2932.0
1810,42125,15151.0
1811,42127,3124.0
1812,42129,24333.0
1813,42131,1894.0
1814,42133,26108.0
1815,44935,84960.0
1816,45001,1780.0
1817,45003,10510.0
1818,45005,1222.0
1819,45007,11940.0
1820,45009,1753.0
1821,45011,2523.0
1822,45013,5257.0
1823,45015,9454.0
1824,45017,1208.0
1825,45019,16930.0
1826,45021,4326.0
1827,45023,3177.0
1828,45025,4067.0
1829,45027,3576.0
1830,45029,3960.0
1831,45031,6549.0
1832,45033,3821.0
1833,45035,6872.0
1834,45037,1824.0
1835,45039,2342.0
1836,45041,11872.0
1837,45043,4277.0
1838,45045,21665.0
1839,45047,5184.0
1840,45049,2051.0
1841,45051,18029.0
1842,45053,2170.0
1843,45055,4386.0
1844,45057,5098.0
1845,45059,4886.0
1846,45061,2186.0
1847,45063,13764.0
1848,45065,724.0
1849,45067,4055.0
1850,45069,3111.0
1851,45071,2658.0
1852,45073,3895.0
1853,45075,9360.0
1854,45077,5095.0
1855,45079,24656.0
1856,45081,1334.0
1857,45083,17515.0
1858,45085,9456.0
1859,45087,2660.0
1860,45089,4291.0
1861,45091,10422.0
1862,46003,39.0
1863,46005,995.0
1864,46007,339.0
1865,46009,149.0
1866,46011,671.0
1867,46013,1370.0
1868,46015,464.0
1869,46019,495.0
1870,46021,22.0
1871,46023,630.0
1872,46025,45.0
1873,46027,499.0
1874,46029,922.0
1875,46031,553.0
1876,46033,182.0
1877,46035,852.0
1878,46037,179.0
1879,46039,76.0
1880,46041,773.0
1881,46043,45.0
1882,46045,56.0
1883,46047,311.0
1884,46049,28.0
1885,46051,178.0
1886,46053,131.0
1887,46055,32.0
1888,46057,57.0
1889,46059,44.0
1890,46061,30.0
1891,46063,16.0
1892,46065,645.0
1893,46067,157.0
1894,46069,26.0
1895,46071,262.0
1896,46073,27.0
1897,46075,14.0
1898,46077,92.0
1899,46079,270.0
1900,46081,861.0
1901,46083,543.0
1902,46085,231.0
1903,46087,103.0
1904,46089,41.0
1905,46091,72.0
1906,46093,526.0
1907,46095,230.0
1908,46097,56.0
1909,46099,7375.0
1910,46101,122.0
1911,46103,4767.0
1912,46105,69.0
1913,46107,30.0
1914,46109,579.0
1915,46111,36.0
1916,46113,2355.0
1917,46115,131.0
1918,46117,53.0
1919,46119,9.0
1920,46121,1785.0
1921,46123,262.0
1922,46125,209.0
1923,46127,266.0
1924,46129,238.0
1925,46135,939.0
1926,46137,385.0
1927,47001,5159.0
1928,47003,3376.0
1929,47005,1377.0
1930,47007,1255.0
1931,47009,5630.0
1932,47011,6656.0
1933,47013,4523.0
1934,47015,975.0
1935,47017,2099.0
1936,47019,3939.0
1937,47021,1559.0
1938,47023,1084.0
1939,47025,2744.0
1940,47027,752.0
1941,47029,4120.0
1942,47031,3924.0
1943,47033,1035.0
1944,47035,3698.0
1945,47037,36490.0
1946,47039,890.0
1947,47041,1438.0
1948,47043,2898.0
1949,47045,3442.0
1950,47047,2419.0
1951,47049,2044.0
1952,47051,2261.0
1953,47053,3710.0
1954,47055,1954.0
1955,47057,1654.0
1956,47059,4327.0
1957,47061,1653.0
1958,47063,4261.0
1959,47065,21547.0
1960,47067,1036.0
1961,47069,2377.0
1962,47071,2412.0
1963,47073,4206.0
1964,47075,2118.0
1965,47077,2153.0
1966,47079,2580.0
1967,47081,1739.0
1968,47083,588.0
1969,47085,1088.0
1970,47087,1018.0
1971,47089,3204.0
1972,47091,1590.0
1973,47093,23461.0
1974,47095,900.0
1975,47097,2733.0
1976,47099,2800.0
1977,47101,920.0
1978,47103,2125.0
1979,47105,2045.0
1980,47107,3884.0
1981,47109,2067.0
1982,47111,2099.0
1983,47113,7670.0
1984,47115,2264.0
1985,47117,1769.0
1986,47119,4683.0
1987,47121,1159.0
1988,47123,3341.0
1989,47125,10271.0
1990,47127,213.0
1991,47129,1560.0
1992,47131,2423.0
1993,47133,1469.0
1994,47135,656.0
1995,47137,414.0
1996,47139,1232.0
1997,47141,4764.0
1998,47143,2781.0
1999,47145,3396.0
2000,47147,3197.0
2001,47149,11039.0
2002,47151,2760.0
2003,47153,1380.0
2004,47155,4345.0
2005,47157,88727.0
2006,47159,1110.0
2007,47161,732.0
2008,47163,10462.0
2009,47165,6608.0
2010,47167,3862.0
2011,47169,580.0
2012,47171,1298.0
2013,47173,1656.0
2014,47175,427.0
2015,47177,3384.0
2016,47179,7381.0
2017,47181,1088.0
2018,47183,2171.0
2019,47185,2020.0
2020,47187,1796.0
2021,47189,4288.0
2022,48001,3335.0
2023,48003,765.0
2024,48005,6302.0
2025,48007,1748.0
2026,48009,283.0
2027,48011,48.0
2028,48013,3752.0
2029,48015,1236.0
2030,48017,348.0
2031,48019,964.0
2032,48021,4645.0
2033,48023,265.0
2034,48025,2374.0
2035,48027,21958.0
2036,48029,123810.0
2037,48031,257.0
2038,48033,21.0
2039,48035,867.0
2040,48037,6892.0
2041,48039,15235.0
2042,48041,8977.0
2043,48043,412.0
2044,48045,56.0
2045,48047,1143.0
2046,48049,2381.0
2047,48051,1133.0
2048,48053,1648.0
2049,48055,2506.0
2050,48057,1362.0
2051,48059,748.0
2052,48061,43592.0
2053,48063,944.0
2054,48065,155.0
2055,48067,2385.0
2056,48069,364.0
2057,48071,1717.0
2058,48073,3361.0
2059,48075,388.0
2060,48077,418.0
2061,48079,230.0
2062,48081,148.0
2063,48083,552.0
2064,48085,19115.0
2065,48087,180.0
2066,48089,1048.0
2067,48091,4000.0
2068,48093,737.0
2069,48095,134.0
2070,48097,1818.0
2071,48099,3575.0
2072,48101,105.0
2073,48103,191.0
2074,48105,133.0
2075,48107,491.0
2076,48109,192.0
2077,48111,224.0
2078,48113,151262.0
2079,48115,905.0
2080,48117,1022.0
2081,48119,330.0
2082,48121,18493.0
2083,48123,1392.0
2084,48125,133.0
2085,48127,1179.0
2086,48129,170.0
2087,48131,1503.0
2088,48133,1175.0
2089,48135,8809.0
2090,48137,113.0
2091,48139,6488.0
2092,48141,66582.0
2093,48143,1393.0
2094,48145,1371.0
2095,48147,1728.0
2096,48149,858.0
2097,48151,204.0
2098,48153,426.0
2099,48155,64.0
2100,48157,25994.0
2101,48159,556.0
2102,48161,1105.0
2103,48163,1613.0
2104,48165,770.0
2105,48167,17874.0
2106,48169,261.0
2107,48171,522.0
2108,48173,16.0
2109,48175,416.0
2110,48177,1438.0
2111,48179,1438.0
2112,48181,6504.0
2113,48183,8903.0
2114,48185,1742.0
2115,48187,5819.0
2116,48189,2174.0
2117,48191,217.0
2118,48193,385.0
2119,48195,109.0
2120,48197,233.0
2121,48199,3087.0
2122,48201,294732.0
2123,48203,4460.0
2124,48205,49.0
2125,48207,392.0
2126,48209,6366.0
2127,48211,68.0
2128,48213,5615.0
2129,48215,89602.0
2130,48217,2204.0
2131,48219,1349.0
2132,48221,2195.0
2133,48223,1946.0
2134,48225,1783.0
2135,48227,1864.0
2136,48229,384.0
2137,48231,5486.0
2138,48233,1017.0
2139,48235,44.0
2140,48237,360.0
2141,48239,863.0
2142,48241,2909.0
2143,48243,46.0
2144,48245,20367.0
2145,48247,587.0
2146,48249,4206.0
2147,48251,6930.0
2148,48253,856.0
2149,48255,999.0
2150,48257,6416.0
2151,48259,724.0
2152,48261,15.0
2153,48263,28.0
2154,48265,2066.0
2155,48267,200.0
2156,48269,2.0
2157,48271,226.0
2158,48273,2944.0
2159,48275,228.0
2160,48277,3733.0
2161,48279,891.0
2162,48281,1060.0
2163,48283,579.0
2164,48285,930.0
2165,48287,821.0
2166,48289,993.0
2167,48291,7382.0
2168,48293,1719.0
2169,48295,83.0
2170,48297,671.0
2171,48299,923.0
2172,48301,4.0
2173,48303,16778.0
2174,48305,363.0
2175,48307,605.0
2176,48309,15438.0
2177,48311,29.0
2178,48313,864.0
2179,48315,1036.0
2180,48317,214.0
2181,48319,140.0
2182,48321,2859.0
2183,48323,7031.0
2184,48325,2745.0
2185,48327,121.0
2186,48329,5823.0
2187,48331,1757.0
2188,48333,184.0
2189,48335,416.0
2190,48337,993.0
2191,48339,21897.0
2192,48341,666.0
2193,48343,1155.0
2194,48345,48.0
2195,48347,4432.0
2196,48349,3618.0
2197,48351,1056.0
2198,48353,1122.0
2199,48355,29771.0
2200,48357,309.0
2201,48359,30.0
2202,48361,5889.0
2203,48363,1579.0
2204,48365,1444.0
2205,48367,4173.0
2206,48369,263.0
2207,48371,854.0
2208,48373,3945.0
2209,48375,8215.0
2210,48377,676.0
2211,48379,631.0
2212,48381,3733.0
2213,48383,103.0
2214,48385,212.0
2215,48387,974.0
2216,48389,846.0
2217,48391,496.0
2218,48393,19.0
2219,48395,1461.0
2220,48397,1895.0
2221,48399,582.0
2222,48401,3063.0
2223,48403,843.0
2224,48405,810.0
2225,48407,2233.0
2226,48409,5327.0
2227,48411,321.0
2228,48413,123.0
2229,48415,834.0
2230,48417,142.0
2231,48419,2092.0
2232,48421,50.0
2233,48423,11378.0
2234,48425,292.0
2235,48427,9153.0
2236,48429,554.0
2237,48431,34.0
2238,48433,61.0
2239,48435,138.0
2240,48437,484.0
2241,48439,92835.0
2242,48441,7846.0
2243,48443,46.0
2244,48445,846.0
2245,48447,69.0
2246,48449,1867.0
2247,48451,5890.0
2248,48453,41751.0
2249,48455,1439.0
2250,48457,1526.0
2251,48459,2535.0
2252,48461,145.0
2253,48463,2451.0
2254,48465,4155.0
2255,48467,2765.0
2256,48469,6485.0
2257,48471,3427.0
2258,48473,2640.0
2259,48475,598.0
2260,48477,1572.0
2261,48479,26416.0
2262,48481,2760.0
2263,48483,206.0
2264,48485,8466.0
2265,48487,959.0
2266,48489,2206.0
2267,48491,11682.0
2268,48493,1775.0
2269,48495,372.0
2270,48497,2183.0
2271,48499,2249.0
2272,48501,323.0
2273,48503,954.0
2274,48505,1775.0
2275,48507,1662.0
2276,49925,63570.0
2277,50000,40468.0
2278,51001,2508.0
2279,51003,2693.0
2280,51007,724.0
2281,51009,1789.0
2282,51011,1153.0
2283,51013,5503.0
2284,51015,2634.0
2285,51017,160.0
2286,51019,2775.0
2287,51021,280.0
2288,51023,772.0
2289,51025,1732.0
2290,51027,2761.0
2291,51029,1392.0
2292,51031,3246.0
2293,51033,1814.0
2294,51035,2151.0
2295,51036,478.0
2296,51037,1051.0
2297,51041,12111.0
2298,51043,316.0
2299,51045,218.0
2300,51047,1920.0
2301,51049,929.0
2302,51051,1527.0
2303,51053,2082.0
2304,51057,896.0
2305,51059,22431.0
2306,51061,1450.0
2307,51063,779.0
2308,51065,741.0
2309,51067,2987.0
2310,51069,2370.0
2311,51071,1010.0
2312,51073,1803.0
2313,51075,600.0
2314,51077,1230.0
2315,51079,833.0
2316,51081,911.0
2317,51083,3127.0
2318,51085,2356.0
2319,51087,15338.0
2320,51089,4779.0
2321,51091,61.0
2322,51093,1706.0
2323,51095,1962.0
2324,51097,519.0
2325,51099,961.0
2326,51101,706.0
2327,51103,680.0
2328,51105,2939.0
2329,51107,5003.0
2330,51109,1774.0
2331,51111,1090.0
2332,51113,473.0
2333,51115,410.0
2334,51117,2337.0
2335,51119,735.0
2336,51121,2970.0
2337,51125,838.0
2338,51127,548.0
2339,51131,1237.0
2340,51133,773.0
2341,51135,1344.0
2342,51137,1460.0
2343,51139,1304.0
2344,51141,1391.0
2345,51143,4284.0
2346,51145,558.0
2347,51147,1686.0
2348,51149,1522.0
2349,51153,11541.0
2350,51155,2720.0
2351,51157,203.0
2352,51159,684.0
2353,51161,3643.0
2354,51163,1159.0
2355,51165,2099.0
2356,51167,2739.0
2357,51169,1773.0
2358,51171,2069.0
2359,51173,3098.0
2360,51175,1175.0
2361,51177,4650.0
2362,51179,3667.0
2363,51181,474.0
2364,51183,906.0
2365,51185,4044.0
2366,51187,1898.0
2367,51191,3358.0
2368,51193,1486.0
2369,51195,3797.0
2370,51197,2151.0
2371,51199,1308.0
2372,51510,5056.0
2373,51515,0.0
2374,51520,2163.0
2375,51530,423.0
2376,51540,2213.0
2377,51550,9745.0
2378,51570,1127.0
2379,51580,578.0
2380,51590,6387.0
2381,51595,885.0
2382,51600,476.0
2383,51610,169.0
2384,51620,1276.0
2385,51630,1933.0
2386,51640,814.0
2387,51650,10489.0
2388,51660,1977.0
2389,51670,3114.0
2390,51678,202.0
2391,51680,5943.0
2392,51683,1409.0
2393,51685,509.0
2394,51690,2027.0
2395,51700,15622.0
2396,51710,19959.0
2397,51720,547.0
2398,51730,5573.0
2399,51735,183.0
2400,51740,10880.0
2401,51750,781.0
2402,51760,20140.0
2403,51770,10338.0
2404,51790,1544.0
2405,51800,5270.0
2406,51810,14321.0
2407,51820,1581.0
2408,51830,670.0
2409,51840,1632.0
2410,52001,5844.0
2411,52005,6100.0
2412,53000,486778.0
2413,54001,1581.0
2414,54003,7348.0
2415,54005,2969.0
2416,54007,1594.0
2417,54009,0.0
2418,54011,9346.0
2419,54013,979.0
2420,54015,1429.0
2421,54017,611.0
2422,54019,4480.0
2423,54021,667.0
2424,54023,1004.0
2425,54025,3146.0
2426,54027,1809.0
2427,54029,3567.0
2428,54031,1108.0
2429,54033,4700.0
2430,54035,2617.0
2431,54037,2629.0
2432,54039,16809.0
2433,54041,1929.0
2434,54043,2896.0
2435,54045,4673.0
2436,54047,3826.0
2437,54049,4756.0
2438,54051,2424.0
2439,54053,2547.0
2440,54055,7428.0
2441,54057,1794.0
2442,54059,4149.0
2443,54061,4304.0
2444,54063,952.0
2445,54065,1101.0
2446,54067,2987.0
2447,54069,3736.0
2448,54071,458.0
2449,54073,564.0
2450,54075,760.0
2451,54077,2643.0
2452,54079,3142.0
2453,54081,8384.0
2454,54083,2504.0
2455,54085,947.0
2456,54087,1590.0
2457,54089,1683.0
2458,54091,1352.0
2459,54093,480.0
2460,54095,770.0
2461,54097,2472.0
2462,54099,4095.0
2463,54101,1583.0
2464,54103,1589.0
2465,54105,722.0
2466,54107,7759.0
2467,54109,2589.0
2468,55000,374.0
2469,55001,1994.0
2470,55003,1356.0
2471,55005,3047.0
2472,55007,808.0
2473,55009,13811.0
2474,55011,592.0
2475,55013,1159.0
2476,55015,1160.0
2477,55017,3216.0
2478,55019,1531.0
2479,55021,2769.0
2480,55023,1069.0
2481,55025,26025.0
2482,55027,4140.0
2483,55029,1172.0
2484,55031,3074.0
2485,55033,2216.0
2486,55035,5677.0
2487,55037,339.0
2488,55039,5039.0
2489,55041,685.0
2490,55043,2385.0
2491,55045,1509.0
2492,55047,1040.0
2493,55049,982.0
2494,55051,506.0
2495,55053,1347.0
2496,55055,3688.0
2497,55057,2336.0
2498,55059,11722.0
2499,55061,696.0
2500,55063,6065.0
2501,55065,739.0
2502,55067,1740.0
2503,55069,1701.0
2504,55071,3982.0
2505,55073,6623.0
2506,55075,2850.0
2507,55077,996.0
2508,55078,840.0
2509,55079,130935.0
2510,55081,2534.0
2511,55083,1762.0
2512,55085,2133.0
2513,55087,6662.0
2514,55089,1948.0
2515,55091,302.0
2516,55093,1117.0
2517,55095,2198.0
2518,55097,3199.0
2519,55099,968.0
2520,55101,15050.0
2521,55103,1210.0
2522,55105,12755.0
2523,55107,1214.0
2524,55109,2224.0
2525,55111,3830.0
2526,55113,1173.0
2527,55115,2239.0
2528,55117,6150.0
2529,55119,934.0
2530,55121,1353.0
2531,55123,1453.0
2532,55125,1064.0
2533,55127,4562.0
2534,55129,1139.0
2535,55131,3629.0
2536,55133,9252.0
2537,55135,2504.0
2538,55137,1455.0
2539,55139,8320.0
2540,55141,5063.0
2541,55143,495.0
2542,55145,56.0
2543,55147,198.0
2544,55149,165.0
2545,55151,535.0
2546,55153,96.0
2547,55155,17.0
2548,56000,14033.0
