,FIPS,JAN22 SNAP Households,State Name,County Name,Sep22 ACP Total Subscribers
37,01075,1249.0,ALABAMA,LAMAR COUNTY,798.0
38,01077,5413.0,ALABAMA,LAUDERDALE COUNTY,3583.0
39,01079,2655.0,ALABAMA,LAWRENCE COUNTY,2116.0
40,01081,8189.0,ALABAMA,LEE COUNTY,7980.0
41,01083,3502.0,ALABAMA,LIMESTONE COUNTY,3924.0
42,01085,1844.0,ALABAMA,LOWNDES COUNTY,856.0
43,01087,2426.0,ALABAMA,MACON COUNTY,1972.0
44,01089,18300.0,ALABAMA,MADISON COUNTY,9596.0
45,01091,2597.0,ALABAMA,MARENGO COUNTY,1461.0
46,01093,2613.0,ALABAMA,MARION COUNTY,1307.0
47,01095,6328.0,ALABAMA,MARSHALL COUNTY,7113.0
48,01097,39903.0,ALABAMA,MOBILE COUNTY,22321.0
49,01099,1905.0,ALABAMA,MONROE COUNTY,944.0
50,01101,25483.0,ALABAMA,MONTGOMERY COUNTY,24130.0
51,01103,7621.0,ALABAMA,MORGAN COUNTY,7588.0
52,01105,1885.0,ALABAMA,PERRY COUNTY,1415.0
53,01107,1811.0,ALABAMA,PICKENS COUNTY,951.0
54,01109,3354.0,ALABAMA,PIKE COUNTY,1827.0
