,FIPS,JAN22 SNAP Households,State Name,County Name,Sep22 ACP Total Subscribers
55,01111,2295.0,ALABAMA,RANDOLPH COUNTY,1258.0
56,01113,5492.0,ALABAMA,RUSSELL COUNTY,2860.0
57,01115,5202.0,ALABAMA,ST. CLAIR COUNTY,2906.0
58,01117,5819.0,ALABAMA,SHELBY COUNTY,5182.0
59,01119,1808.0,ALABAMA,SUMTER COUNTY,978.0
60,01121,7066.0,ALABAMA,TALLADEGA COUNTY,6781.0
61,01123,3692.0,ALABAMA,TALLAPOOSA COUNTY,3690.0
62,01125,12177.0,ALABAMA,TUSCALOOSA COUNTY,7951.0
63,01127,5117.0,ALABAMA,WALKER COUNTY,4093.0
64,01129,1538.0,ALABAMA,WASHINGTON COUNTY,821.0
65,01131,2209.0,ALABAMA,WILCOX COUNTY,971.0
66,01133,1582.0,ALABAMA,WINSTON COUNTY,848.0
67,02110,43481.0,ALASKA,JUNEAU CITY AND BOROUGH,447.0
68,04001,8657.0,ARIZONA,APACHE COUNTY,13016.0
69,04003,9996.0,ARIZONA,COCHISE COUNTY,6066.0
70,04005,7031.0,ARIZONA,COCONINO COUNTY,5317.0
71,04007,4361.0,ARIZONA,GILA COUNTY,1491.0
72,04009,2291.0,ARIZONA,GRAHAM COUNTY,927.0
73,04011,265.0,ARIZONA,GREENLEE COUNTY,119.0
74,04013,192148.0,ARIZONA,MARICOPA COUNTY,161381.0
75,04015,16252.0,ARIZONA,MOHAVE COUNTY,7455.0
76,04017,10325.0,ARIZONA,NAVAJO COUNTY,13075.0
77,04019,64411.0,ARIZONA,PIMA COUNTY,57538.0
78,04021,20377.0,ARIZONA,PINAL COUNTY,13450.0
79,04023,4237.0,ARIZONA,SANTA CRUZ COUNTY,2259.0
80,04025,9777.0,ARIZONA,YAVAPAI COUNTY,4107.0
81,04027,15747.0,ARIZONA,YUMA COUNTY,21483.0
82,04029,1475.0,,,
83,05001,1073.0,ARKANSAS,ARKANSAS COUNTY,1062.0
84,05003,1551.0,ARKANSAS,ASHLEY COUNTY,881.0
85,05005,1918.0,ARKANSAS,BAXTER COUNTY,964.0
86,05007,5197.0,ARKANSAS,BENTON COUNTY,6019.0
87,05009,1806.0,ARKANSAS,BOONE COUNTY,1580.0
88,05011,908.0,ARKANSAS,BRADLEY COUNTY,435.0
89,05013,256.0,ARKANSAS,CALHOUN COUNTY,205.0
90,05015,852.0,ARKANSAS,CARROLL COUNTY,990.0
91,05017,1254.0,ARKANSAS,CHICOT COUNTY,742.0
92,05019,1147.0,ARKANSAS,CLARK COUNTY,749.0
93,05021,879.0,ARKANSAS,CLAY COUNTY,500.0
94,05023,1353.0,ARKANSAS,CLEBURNE COUNTY,775.0
95,05025,442.0,ARKANSAS,CLEVELAND COUNTY,240.0
96,05027,1728.0,ARKANSAS,COLUMBIA COUNTY,1394.0
97,05029,1272.0,ARKANSAS,CONWAY COUNTY,933.0
98,05031,5678.0,ARKANSAS,CRAIGHEAD COUNTY,5162.0
99,05033,2772.0,ARKANSAS,CRAWFORD COUNTY,3666.0
100,05035,4009.0,ARKANSAS,CRITTENDEN COUNTY,3873.0
101,05037,975.0,ARKANSAS,CROSS COUNTY,1044.0
102,05039,466.0,ARKANSAS,DALLAS COUNTY,370.0
103,05041,1218.0,ARKANSAS,DESHA COUNTY,901.0
104,05043,1298.0,ARKANSAS,DREW COUNTY,923.0
105,05045,4262.0,ARKANSAS,FAULKNER COUNTY,3349.0
106,05047,782.0,ARKANSAS,FRANKLIN COUNTY,603.0
107,05049,848.0,ARKANSAS,FULTON COUNTY,294.0
108,05051,5750.0,ARKANSAS,GARLAND COUNTY,4443.0
109,05053,651.0,ARKANSAS,GRANT COUNTY,530.0
110,05055,2698.0,ARKANSAS,GREENE COUNTY,2446.0
111,05057,1330.0,ARKANSAS,HEMPSTEAD COUNTY,1284.0
112,05059,1376.0,ARKANSAS,HOT SPRING COUNTY,1451.0
113,05061,791.0,ARKANSAS,HOWARD COUNTY,530.0
114,05063,1519.0,ARKANSAS,INDEPENDENCE COUNTY,1098.0
115,05065,861.0,ARKANSAS,IZARD COUNTY,353.0
116,05067,1366.0,ARKANSAS,JACKSON COUNTY,1179.0
117,05069,6364.0,ARKANSAS,JEFFERSON COUNTY,5258.0
118,05071,1546.0,ARKANSAS,JOHNSON COUNTY,892.0
119,05073,482.0,ARKANSAS,LAFAYETTE COUNTY,357.0
120,05075,1132.0,ARKANSAS,LAWRENCE COUNTY,866.0
121,05077,1109.0,ARKANSAS,LEE COUNTY,810.0
122,05079,824.0,ARKANSAS,LINCOLN COUNTY,428.0
123,05081,752.0,ARKANSAS,LITTLE RIVER COUNTY,440.0
124,05083,1205.0,ARKANSAS,LOGAN COUNTY,741.0
125,05085,2406.0,ARKANSAS,LONOKE COUNTY,1942.0
126,05087,746.0,ARKANSAS,MADISON COUNTY,322.0
127,05089,966.0,ARKANSAS,MARION COUNTY,462.0
128,05091,2765.0,ARKANSAS,MILLER COUNTY,2458.0
129,05093,3841.0,ARKANSAS,MISSISSIPPI COUNTY,3441.0
130,05095,742.0,ARKANSAS,MONROE COUNTY,696.0
131,05097,487.0,ARKANSAS,MONTGOMERY COUNTY,325.0
132,05099,440.0,ARKANSAS,NEVADA COUNTY,452.0
133,05101,454.0,ARKANSAS,NEWTON COUNTY,154.0
134,05103,1799.0,ARKANSAS,OUACHITA COUNTY,1611.0
135,05105,533.0,ARKANSAS,PERRY COUNTY,415.0
136,05107,2796.0,ARKANSAS,PHILLIPS COUNTY,1674.0
137,05109,624.0,ARKANSAS,PIKE COUNTY,384.0
138,05111,1998.0,ARKANSAS,POINSETT COUNTY,1852.0
139,05113,1256.0,ARKANSAS,POLK COUNTY,638.0
140,05115,2151.0,ARKANSAS,POPE COUNTY,1731.0
141,05117,417.0,ARKANSAS,PRAIRIE COUNTY,251.0
142,05119,22919.0,ARKANSAS,PULASKI COUNTY,20199.0
143,05121,1111.0,ARKANSAS,RANDOLPH COUNTY,763.0
144,05123,2512.0,ARKANSAS,ST. FRANCIS COUNTY,1841.0
